Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Taxes must be trusted - Kennedy

Public trust in taxes is breaking down because Labour and Tories are not being straight...",politics,business,0.39,False,,,,,,,,,
"Galloway targets 'New Labour' MP

George Galloway is to stand against pro-Iraq war Labour MP Oona King at the next gener...",politics,Politics,0.38,True,,,,,,,,,
"Election deal faltered over Heath role

The Tories failed to hold onto power in 1974 after Liberals demanded Sir Edward ...",politics,Politics,0.42,True,,,,,,,,,
"UKIP outspent Labour on EU poll

The UK Independence Party outspent both Labour and the Liberal Democrats in the Europea...",politics,Politics,0.3,True,,,,,,,,,
"Labour battle plan 'hides Blair'

The Tories have accused Tony Blair of being ""terrified"" of scrutiny after Labour unvei...",politics,Politics,0.39,True,,,,,,,,,
"Campbell returns to election team

Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen...",politics,Politics,0.36,True,,,,,,,,,
"Conservative MP defects to Labour

A Conservative MP and former minister has defected to Labour.

Robert Jackson, 58, MP...",politics,Politics,0.33,True,,,,,,,,,
"Tory 'stalking horse' Meyer dies

Sir Anthony Meyer, the Tory backbencher who challenged Margaret Thatcher for the party...",politics,Politics,0.3,True,,,,,,,,,
"UK youth 'interested' in politics

The majority of young people are interested in politics, holding ""strong opinions"" on...",politics,Politics,0.31,True,,,,,,,,,
"MPs issued with Blackberry threat

MPs will be thrown out of the Commons if they use Blackberries in the chamber Speaker...",politics,Politics,0.29,True,,,,,,,,,
"Talks aim to avert pension strike

Talks aimed at averting a series of national strikes over pensions reforms will take ...",politics,Business,0.37,False,,,,,,,,,
"Stalemate in pension strike talks

Talks aimed at averting national strikes over pension reforms have ended without agre...",politics,Business,0.37,False,,,,,,,,,
"Parties warned over 'grey vote'

Political parties cannot afford to take older UK voters for granted in the coming elect...",politics,Politics,0.37,True,,,,,,,,,
"Blair to face trust issue head on

Tony Blair says he will be facing the issue of trust and his own integrity head on du...",politics,Politics,0.32,True,,,,,,,,,
"CSA chief who 'quit' still in job

The head of the ""failing"" Child Support Agency widely reported to have resigned three...",politics,Politics,0.45,True,,,,,,,,,
"Blair moves to woo Jewish voters

Tony Blair has pledged to ""never, ever, ever"" attack Tory leader Michael Howard over h...",politics,Politics,0.37,True,,,,,,,,,
"Parties' plans for council tax

Anger at council tax rises spilled over into mass protests in 2003, when the average Eng...",politics,business,0.38,False,,,,,,,,,
"Labour in constituency race row

Labour's choice of a white candidate for one of the UK's most multi-racial seats proves...",politics,Politics,0.33,True,,,,,,,,,
"MPs tout Lords replacement plan

A group of MPs has tried to raise the pressure on Tony Blair over reform to the House o...",politics,Politics,0.39,True,,,,,,,,,
"Hague's six-figure earnings shown

The rewards of leaving front-bench politics are shown in the latest annual register o...",politics,Business,0.42,False,,,,,,,,,
"Schools to take part in mock poll

Record numbers of schools across the UK are to take part in a mock general election b...",politics,Politics,0.31,True,,,,,,,,,
"Parties build up poll war chests

The Labour Party received more than £5m in donations in the final quarter of 2004, new...",politics,Business,0.39,False,,,,,,,,,
"Kennedy predicts bigger turnout

Voters' ""pent up passion"" could confound predictions of a low turnout in the coming gen...",politics,Politics,0.31,True,,,,,,,,,
"Iraq advice claim sparks new row

The Tories say ministers must respond in Parliament to claims that the legal advice us...",politics,Politics,0.42,True,,,,,,,,,
"UKIP could sue Veritas defectors

The UK Independence Party could take legal action to unseat two London Assembly member...",politics,Politics,0.33,True,,,,,,,,,
"Prime minister's questions

So who, if anyone, is playing politics with the security of the nation?

Michael Howard has ...",politics,Politics,0.37,True,,,,,,,,,
"Goldsmith denies war advice claim

The attorney general has denied his statement to Parliament about the legality of the...",politics,Politics,0.45,True,,,,,,,,,
"Goldsmith: 'I was not leant on'

The attorney general has again denied being ""leant on"" by Downing Street to make the le...",politics,Politics,0.43,True,,,,,,,,,
"Tory expert denies defeat warning

The Conservatives' campaign director has denied a report claiming he warned Michael H...",politics,Politics,0.29,True,,,,,,,,,
"Manchester wins Labour conference

The Labour Party will hold its 2006 autumn conference in Manchester and not Blackpool...",politics,Politics,0.31,True,,,,,,,,,
"Labour attacked on Howard poster

Labour has been accused of using anti-Semitic images in posters which critics claim de...",politics,Politics,0.39,True,,,,,,,,,
"Milburn defends poster campaign

Labour's election chief Alan Milburn has defended his party's campaign posters amid Tor...",politics,Politics,0.37,True,,,,,,,,,
"Kilroy names election seat target

Ex-chat show host Robert Kilroy-Silk is to contest the Derbyshire seat of Erewash at ...",politics,Politics,0.4,True,,,,,,,,,
"Immigration to be election issue

Immigration and asylum have normally been issues politicians from the big parties have...",politics,Politics,0.37,True,,,,,,,,,
"Kennedy begins pre-election tour

Liberal Democrat leader Charles Kennedy has begun a week-long tour to persuade voters ...",politics,Politics,0.37,True,,,,,,,,,
"Labour's core support takes stock

Tony Blair has told Labour supporters he's ""back"" and still hungry for the job of pri...",politics,Politics,0.49,True,,,,,,,,,
"Campaign 'cold calls' questioned

Labour and the Conservatives are still telephoning the millions of people who have sig...",politics,Politics,0.39,True,,,,,,,,,
"Lib Dems highlight problem debt

People vulnerable to problem debts should be afforded greater protection from banks agg...",politics,Business,0.37,False,,,,,,,,,
"Lib Dems target first-time buyers

The Liberal Democrats have unveiled plans to build 100,000 new ""affordable"" homes on ...",politics,Business,0.4,False,,,,,,,,,
"Lib Dems unveil women's manifesto

The Liberal Democrats are attempting to woo female voters with the launch of their ma...",politics,Politics,0.41,True,,,,,,,,,
"Kennedy questions trust of Blair

Lib Dem leader Charles Kennedy has said voters now have a ""fundamental lack of trust"" ...",politics,Politics,0.36,True,,,,,,,,,
"Brown outlines third term vision

Gordon Brown has outlined what he thinks should be the key themes of New Labour's next...",politics,Politics,0.35,True,,,,,,,,,
"Labour's Cunningham to stand down

Veteran Labour MP and former Cabinet minister Jack Cunningham has said he will stand ...",politics,Politics,0.3,True,,,,,,,,,
"Will Tory tax cuts lift spirits?

Michael Howard has finally revealed the full scale of his planned Tory tax cuts.

Shou...",politics,business,0.4,False,,,,,,,,,
"Teenagers to be allowed to be MPs

Teenagers will be able to become MPs under plans unveiled by ministers.

In a written...",politics,Politics,0.36,True,,,,,,,,,
"Labour's four little words

Labour has unveiled the four little words that will form the heart of its general election c...",politics,Politics,0.36,True,,,,,,,,,
"Tories outlining policing plans

Local communities would be asked to go to the polls to elect their own area police comm...",politics,Politics,0.37,True,,,,,,,,,
"TV debate urged for party chiefs

Broadcasters should fix a date for a pre-election televised debate between the three m...",politics,Politics,0.39,True,,,,,,,,,
"Chancellor rallies Labour voters

Gordon Brown has issued a rallying cry to supporters, warning the ""stakes are too high...",politics,Politics,0.42,True,,,,,,,,,
"Brown 'proud of economy record'

Gordon Brown has delivered a rousing speech to Labour's spring conference setting out t...",politics,Business,0.38,False,,,,,,,,,
"Fox attacks Blair's Tory 'lies'

Tony Blair lied when he took the UK to war so has no qualms about lying in the election...",politics,Politics,0.39,True,,,,,,,,,
"Blair joins school sailing trip

The prime minister has donned a life jacket and joined school children in a sailing din...",politics,Politics,0.4,True,,,,,,,,,
"Analysis: No pain, no gain?

He called it his ""masochism strategy"" in the run-up to the Iraq war and now Tony Blair has ...",politics,Politics,0.5,True,,,,,,,,,
"Brown names 16 March for Budget

Chancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, th...",politics,business,0.33,False,,,,,,,,,
"Lib Dems stress Budget trust gap

Public trust in the handling of the economy can only be restored if Gordon Brown opens...",politics,Business,0.39,False,,,,,,,,,
"Blair backs 'pre-election budget'

Tony Blair has backed Chancellor Gordon Brown's pre-Budget report amid opposition cla...",politics,business,0.38,False,,,,,,,,,
"Cabinet anger at Brown cash raid

Ministers are unhappy about plans to use Whitehall cash to keep council tax bills down...",politics,Business,0.33,False,,,,,,,,,
"'UK will stand firm on EU rebate'

Britain's £3bn EU rebate is not up for renegotiation at next week's European Council ...",politics,Politics,0.33,True,,,,,,,,,
"Brown ally rejects Budget spree

Chancellor Gordon Brown's closest ally has denied suggestions there will be a Budget gi...",politics,business,0.4,False,,,,,,,,,
"Will the Budget bring out smiling voters?

As Tory spokesman Oliver Letwin said - any chancellor would use his pre-elect...",politics,Business,0.38,False,,,,,,,,,
"Budget to set scene for election

Gordon Brown will seek to put the economy at the centre of Labour's bid for a third te...",politics,Business,0.4,False,,,,,,,,,
"Brown comes out shooting

Labour may have abolished hunting - but that didn't stop Chancellor Gordon Brown using his Bud...",politics,Business,0.43,False,,,,,,,,,
"Kennedy criticises 'unfair' taxes

Gordon Brown has failed to tackle the ""fundamental unfairness"" in the tax system in h...",politics,Business,0.36,False,,,,,,,,,
"Howard attacks 'pay later' Budget

Tory leader Michael Howard has dismissed Gordon Brown's Budget as ""vote now, pay late...",politics,Politics,0.37,True,,,,,,,,,
"Whitehall cuts 'ahead of target'

Thousands of civil service jobs have already been cut or moved out of London as part o...",politics,Business,0.36,False,,,,,,,,,
"Brown calls for £5.5bn Aids fund

Gordon Brown has called on rich nations to fund a £5.5bn ($10bn) plan to fight the Aid...",politics,Health,0.39,False,,,,,,,,,
"UK heading wrong way, says Howard

Tony Blair has had the chance to tackle the problems facing Britain and has failed, M...",politics,Politics,0.39,True,,,,,,,,,
"Act on detention ruling, UK urged

The government must act quickly on the Law Lords' ruling that detention of foreign te...",politics,Politics,0.4,True,,,,,,,,,
"BAA support ahead of court battle

UK airport operator BAA has reiterated its support for the government's aviation expa...",politics,Business,0.37,False,,,,,,,,,
"UK 'discriminated against Roma'

The government's immigration rules racially discriminated against Roma (Gypsies) seekin...",politics,Human Rights,0.42,False,,,,,,,,,
"Howard pitches for UK ethnic vote

Michael Howard is to make a pitch for Britain's ethnic vote urging people who feel ""t...",politics,Politics,0.36,True,,,,,,,,,
"Observers to monitor UK election

Ministers will invite international observers to check the forthcoming UK general elec...",politics,Politics,0.4,True,,,,,,,,,
"UK rebate 'unjustified' - Chirac

French president Jacques Chirac has called the UK's £3bn rebate from the European Unio...",politics,Business,0.45,False,,,,,,,,,
"UK needs tax cuts, Tories insist

A major change of direction is needed in Britain if it is to prosper, the shadow chanc...",politics,Business,0.37,False,,,,,,,,,
"Brown targets OAPs and homebuyers

Gordon Brown has doubled the level at which house buyers pay stamp duty to £120,000 a...",politics,Business,0.48,False,,,,,,,,,
"MPs demand 'Budget leak' answers

Ministers have been asked to explain how Budget details were printed in a London newsp...",politics,Politics,0.32,True,,,,,,,,,
"US casino 'tricks' face ban in UK

Controversial new UK casinos will be banned from using American tricks of the trade t...",politics,Business,0.32,False,,,,,,,,,
"Blair defends terror law changes

The prime minister has defended measures to allow house arrest without trial, saying ""...",politics,Politics,0.39,True,,,,,,,,,
"Election 'could be terror target'

Terrorists might try to target the UK in the run-up to the election, London's most se...",politics,Politics,0.4,True,,,,,,,,,
"Minimum wage increased to £5.05

The minimum wage will rise in October, benefiting more than 1m people, the government h...",politics,business,1.55,False,,,,,,,,,
"Hunt ban support is 'in decline'

Support for a ban on hunting has fallen in the past six years, a poll suggests.

Less ...",politics,Politics,0.31,True,,,,,,,,,
"At a glance: Tory health checks

The UK' opposition Conservatives have unveiled plans to introduce health checks for imm...",politics,Politics,0.41,True,,,,,,,,,
"Labour accused of 'EU propaganda'

A ""taxpayer subsidised propaganda exercise"" on the EU is being used to lull the Briti...",politics,Politics,0.4,True,,,,,,,,,
"Terror suspects face house arrest

UK citizens suspected of involvement in terrorism could face house arrest as part of ...",politics,Politics,0.42,True,,,,,,,,,
"UK pledges £1bn to vaccine effort

UK Chancellor Gordon Brown has offered £960m ($1.8bn) over 15 years to an internation...",politics,Business,0.35,False,,,,,,,,,
"Straw backs ending China embargo

UK Foreign Secretary Jack Straw has defended plans to end the European Union's arms em...",politics,Politics,0.39,True,,,,,,,,,
"Pre-poll clash on tax and spend

Labour and the Tories have clashed over tax and spending plans as the row over Gordon B...",politics,Business,0.39,False,,,,,,,,,
"Plan to give elderly care control

Elderly and disabled people would choose how their own budget for personal care was s...",politics,Health,0.4,False,,,,,,,,,
"EU rules 'won't stop UK spending'

The shape of the UK's economy In graphics

But he denied that he was ruling out Briti...",politics,Business,0.41,False,,,,,,,,,
"Child access law shake-up planned

Parents who refuse to allow former partners contact with their children could be elec...",politics,Politics,0.41,True,,,,,,,,,
"'EU referendum could cost £80m'

It could cost £80m to run a UK referendum on the European constitution, ministers have ...",politics,Politics,0.3,True,,,,,,,,,
"'No UK apology' for colonial past

The days of Britain having to apologise for its colonial past are over, Gordon Brown ...",politics,Politics,0.33,True,,,,,,,,,
"Parliament's record of scandal

In a locked room at the heart of Parliament there is a hive of scandal.

Sex, betrayal a...",politics,History,0.5,False,,,,,,,,,
"Economy focus for election battle

Britain's economic future will be at the heart of Labour's poll campaign, Chancellor ...",politics,business,0.38,False,,,,,,,,,
"Blair ready to call election

Tony Blair seems certain to end weeks of phoney war on Monday and announce there will be a...",politics,Politics,0.39,True,,,,,,,,,
"Labour faces 'cold calls' inquiry

Labour is to be investigated by a watchdog over claims its election campaign has brok...",politics,Politics,0.45,True,,,,,,,,,
"Blunkett hints at election call

Ex-Home Secretary David Blunkett has given fresh clues that the general election will b...",politics,Politics,0.27,True,,,,,,,,,
"Lib Dems predict 'best ever poll'

The Lib Dems are set for their best results in both the general election and the loca...",politics,Politics,0.3,True,,,,,,,,,
"Tories reject rethink on axed MP

Sacked MP Howard Flight's local Conservative association has insisted he will not be i...",politics,Politics,0.42,True,,,,,,,,,
"Ex-PM Lord Callaghan dies aged 92

Former Labour prime minister Lord Callaghan has died on the eve of his 93rd birthday....",politics,Politics,0.47,True,,,,,,,,,
"Blair prepares to name poll date

Tony Blair is likely to name 5 May as election day when Parliament returns from its Ea...",politics,Politics,0.33,True,,,,,,,,,
"Brown's poll campaign move denied

The government has denied reports that Gordon Brown is preparing to oust Alan Milburn...",politics,Politics,0.33,True,,,,,,,,,
"Voters 'don't trust politicians'

Eight out of 10 voters do not trust politicians to tell the truth, a new poll conducte...",politics,Politics,0.39,True,,,,,,,,,
"Tory candidate quits over remark

A Conservative election challenger is quitting after being quoted as wanting a ""period...",politics,Politics,0.32,True,,,,,,,,,
"Abortion not a poll issue - Blair

Tony Blair does not believe abortion should be an election issue, arguing it is a mat...",politics,Politics,0.42,True,,,,,,,,,
"Profile: Gordon Brown

The ultimate prize of 10 Downing Street may continue to elude him but, as he prepares to deliver ...",politics,Politics,0.55,True,,,,,,,,,
"Boateng to step down at election

Paul Boateng, Chief Secretary to the Treasury, is to step down as a Labour MP at the f...",politics,Politics,0.39,True,,,,,,,,,
"Howard hits back at mongrel jibe

Michael Howard has said a claim by Peter Hain that the Tory leader is acting like an ""...",politics,Politics,0.42,True,,,,,,,,,
"Tories urge 'change at the top'

Tory delegates are gathering for what is expected to be their last conference before th...",politics,Politics,0.33,True,,,,,,,,,
"Sayeed to stand down as Tory MP

Tory MP Jonathan Sayeed is to stand down on the grounds of ill health.

The decision co...",politics,Politics,0.32,True,,,,,,,,,
"Howard's unfinished business

""He's not finished yet,"" whispered the Conservative Party person as your reporter attempte...",politics,Politics,0.51,True,,,,,,,,,
"'Last chance' warning for voters

People in England, Scotland and Wales must have registered by 1700 GMT to be able to v...",politics,Politics,0.32,True,,,,,,,,,
"Sainsbury's Labour election gift

Science Minister Lord Sainsbury has made a £2m donation to the Labour Party for its Ge...",politics,Politics,0.29,True,,,,,,,,,
"Blair 'up for it' ahead of poll

Tony Blair says his personal standing in the eyes of voters will be ""an issue"" in the g...",politics,Politics,0.44,True,,,,,,,,,
"Labour MP praises Tory campaign

The Conservatives have been ""a lot smarter"" in the way they have conducted the general ...",politics,Politics,0.32,True,,,,,,,,,
"Top Tories on Lib Dem 'hit list'

The Liberal Democrats are aiming to unseat a string of top Tories - including leader M...",politics,Politics,0.33,True,,,,,,,,,
"Lib Dems unveil election slogan

The Liberal Democrats will present themselves as ""the real alternative"" in the forthcom...",politics,Politics,0.39,True,,,,,,,,,
"Claxton hunting first major medal

British hurdler Sarah Claxton is confident she can win her first major medal at next ...",sport,Sport,0.31,True,,,,,,,,,
"O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World ...",sport,Sport,0.3,True,,,,,,,,,
"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens b...",sport,Sport,0.38,True,,,,,,,,,
"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches a...",sport,Sport,0.34,True,,,,,,,,,
"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at th...",sport,Sport,0.31,True,,,,,,,,,
"Isinbayeva claims new world best

Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metr...",sport,Sport,0.31,True,,,,,,,,,
"O'Sullivan commits to Dublin race

Sonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run on 9 Apr...",sport,Sport,0.3,True,,,,,,,,,
"Hansen 'delays return until 2006'

British triple jumper Ashia Hansen has ruled out a comeback this year after a setback...",sport,Sport,0.33,True,,,,,,,,,
"Off-colour Gardener storms to win

Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzi...",sport,Sport,0.39,True,,,,,,,,,
"Collins to compete in Birmingham

World and Commonwealth 100m champion Kim Collins will compete in the 60m at the Norwic...",sport,Sport,0.32,True,,,,,,,,,
"Radcliffe yet to answer GB call

Paula Radcliffe has been granted extra time to decide whether to compete in the World C...",sport,Sport,0.3,True,,,,,,,,,
"Edwards tips Idowu for Euro gold

World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phill...",sport,Sport,0.31,True,,,,,,,,,
"Kenya lift Chepkemei's suspension

Kenya's athletics body has reversed a ban on marathon runner Susan Chepkemei after sh...",sport,Sport,0.34,True,,,,,,,,,
"McIlroy aiming for Madrid title

Northern Ireland man James McIlroy is confident he can win his first major title at thi...",sport,Sport,0.41,True,,,,,,,,,
"UK Athletics agrees new kit deal

UK Athletics has agreed a new deal with adidas to supply Great Britain squads of all a...",sport,Business,0.29,False,,,,,,,,,
"Verdict delay for Greek sprinters

Greek athletics' governing body has postponed by two weeks the judgement on sprinters...",sport,Sport,0.33,True,,,,,,,,,
"Call for Kenteris to be cleared

Kostas Kenteris' lawyer has called for the doping charges against the Greek sprinter to...",sport,Sport,0.33,True,,,,,,,,,
"Merritt close to indoor 400m mark

Teenager LaShawn Merritt ran the third fastest indoor 400m of all time at the Fayette...",sport,Sport,0.34,True,,,,,,,,,
"London hope over Chepkemei

London Marathon organisers are hoping that banned athlete Susan Chepkemei will still take pa...",sport,Sport,0.3,True,,,,,,,,,
"Edwards tips Idowu for Euro gold

World outdoor triple jump record holder and BBC pundit Jonathan Edwards believes Phill...",sport,Sport,0.32,True,,,,,,,,,
"Chepkemei hit by big ban

Kenya's athletics body has suspended two-time London Marathon runner-up Susan Chepkemei from a...",sport,Sport,0.33,True,,,,,,,,,
"Holmes secures comeback victory

Britain's Kelly Holmes marked her first appearance on home soil since winning double Ol...",sport,Sport,0.33,True,,,,,,,,,
"Greek pair attend drugs hearing

Greek sprinters Kostas Kenteris and Katerina Thanou have appeared before an independent...",sport,Sport,0.37,True,,,,,,,,,
"Chepkemei joins Edinburgh line-up

Susan Chepkemei has decided she is fit enough to run in next month's Great Edinburgh ...",sport,Sport,0.31,True,,,,,,,,,
"El Guerrouj targets cross country

Double Olympic champion Hicham El Guerrouj is set to make a rare appearance at the Wo...",sport,Sport,0.35,True,,,,,,,,,
"Collins appeals against drugs ban

Sprinter Michelle Collins has lodged an appeal against her eight-year doping ban with...",sport,Sport,0.29,True,,,,,,,,,
"Holmes feted with further honour

Double Olympic champion Kelly Holmes has been voted European Athletics (EAA) woman ath...",sport,Sport,0.3,True,,,,,,,,,
"Campbell to extend sprint career

Darren Campbell has set his sights on running quicker than ever after deciding not to ...",sport,Sport,0.36,True,,,,,,,,,
"Isinbayeva heads for Birmingham

Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2...",sport,Sport,0.29,True,,,,,,,,,
"2004: An Irish Athletics Year

2004 won't be remembered as one of Irish athletics' great years.

The year began with tha...",sport,Sport,0.46,True,,,,,,,,,
"Sprinter Walker quits athletics

Former European 200m champion Dougie Walker is to retire from athletics after a series ...",sport,Sport,0.3,True,,,,,,,,,
"Bekele sets sights on world mark

Olympic 10,000m champion Kenenisa Bekele is determined to add the world indoor two mil...",sport,Sport,0.31,True,,,,,,,,,
"Greek sprinters suspended by IAAF

Greek sprinters Kostas Kenteris and Katerina Thanou have been suspended after failing...",sport,Sport,0.32,True,,,,,,,,,
"Athens memories soar above lows

Well, it's goodbye to another Olympic year and as usual there were plenty of highs and ...",sport,Sport,0.53,True,,,,,,,,,
"Collins banned in landmark case

Sprinter Michelle Collins has received an eight-year ban for doping offences after a he...",sport,Sport,0.33,True,,,,,,,,,
"Jones doping probe begins

An investigation into doping claims against Marion Jones has been opened by the International...",sport,Sport,0.3,True,,,,,,,,,
"Johnson accuses British sprinters

Former Olympic champion Michael Johnson has accused Britain's top sprinters of lackin...",sport,Sport,0.32,True,,,,,,,,,
"Radcliffe proves doubters wrong

This won't go down as one of the greatest marathons of Paula's career. But as a test of...",sport,Sport,0.4,True,,,,,,,,,
"Jones medals 'must go if guilty'

World Anti-Doping Agency (WADA) chief Dick Pound says Marion Jones should be stripped ...",sport,Sport,0.3,True,,,,,,,,,
"Radcliffe tackles marathon tasks

Paula Radcliffe faces arguably the biggest test of her career in the New York City Mar...",sport,Sport,0.45,True,,,,,,,,,
"Gatlin and Hayes win Owen awards

American Olympic stars Justin Gatlin and Joanna Hayes have been named the winners of t...",sport,Sport,0.31,True,,,,,,,,,
"Radcliffe enjoys winning comeback

Paula Radcliffe made a triumphant return to competitive running with victory in the N...",sport,Sport,0.3,True,,,,,,,,,
"Collins named UK Athletics chief

UK Athletics has ended its search for a new performance director by appointing psychol...",sport,Sport,0.38,True,,,,,,,,,
"White admits to Balco drugs link

Banned American sprinter Kelli White says she knowingly took steroids given to her by ...",sport,Sport,0.32,True,,,,,,,,,
"Trial date is set for Balco case

A US judge has set a preliminary trial date for the Balco steroid distribution case wh...",sport,Sport,0.33,True,,,,,,,,,
"Radcliffe eyes hard line on drugs

Paula Radcliffe has called for all athletes found guilty on drugs charges to be treat...",sport,Sport,0.3,True,,,,,,,,,
"Kenteris denies faking road crash

Greek sprinter Kostas Kenteris has denied claims that he faked a motorbike crash to a...",sport,Sport,0.33,True,,,,,,,,,
"Greek pair set for hearing

Kostas Kenteris and Katerina Thanou will fight the provisional two-year bans imposed on them...",sport,Sport,0.37,True,,,,,,,,,
"Jones files Conte lawsuit

Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his...",sport,Law,0.38,False,,,,,,,,,
"IAAF awaits Greek pair's response

Kostas Kenteris and Katerina Thanou are yet to respond to doping charges from the Int...",sport,Sport,0.32,True,,,,,,,,,
"IAAF to rule on Greek sprint pair

Greek sprinters Kostas Kenteris and Katerina Thanou are expected to find out on Wedne...",sport,Sport,0.32,True,,,,,,,,,
"Holmes starts 2005 with GB events

Kelly Holmes will start 2005 with a series of races in Britain.

Holmes will make her...",sport,Sport,0.29,True,,,,,,,,,
"Gebrselassie in London triple bid

Double Olympic 10,000m champion Haile Gebrselassie will race in the London Marathon f...",sport,Sport,0.31,True,,,,,,,,,
"Thanou bullish over drugs hearing

Katerina Thanou is confident she and fellow sprinter Kostas Kenteris will not be puni...",sport,Sport,0.33,True,,,,,,,,,
"Holmes is hit by hamstring injury

Kelly Holmes has been forced out of this weekend's European Indoor Athletics Champion...",sport,Sport,0.32,True,,,,,,,,,
"Kluft impressed by Sotherton form

Olympic heptathlon champion Carolina Kluft was full of admiration for Britain's Kelly...",sport,Sport,0.29,True,,,,,,,,,
"What now for Kelly Holmes?

Last April, Kelly Holmes spoke to the BBC Sport website about her loneliness, her fight to s...",sport,Sport,0.48,True,,,,,,,,,
"Gardener battles to narrow win

Jason Gardener fought all the way to the line to narrowly claim the men's 60m title at t...",sport,Sport,0.54,True,,,,,,,,,
"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the E...",sport,Sport,0.44,True,,,,,,,,,
"McIlroy wins 800m indoor title

James McIlroy motored to the AAA's Indoor 800m title in Sheffied on Sunday in a time of ...",sport,Sport,0.39,True,,,,,,,,,
"Johnson edges out rival Sotherton

Jade Johnson edged out rival Kelly Sotherton with her last effort to claim the AAAs l...",sport,Sport,0.48,True,,,,,,,,,
"Brizzel to run AAA's in Sheffield

Ballymena sprinter Paul Brizzel will be among eight of Ireland's European Indoor hope...",sport,Sport,0.32,True,,,,,,,,,
"Holmes urged to compete at Worlds

Jolanda Ceplak has urged Britain's Kelly Holmes to continue competing at the major ch...",sport,Sport,0.33,True,,,,,,,,,
"McIlroy continues winning streak

James McIlroy stormed to his second international victory in less than a week, claimin...",sport,Sport,0.3,True,,,,,,,,,
"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her...",sport,Sport,0.33,True,,,,,,,,,
"Britain boosted by Holmes double

Athletics fans endured a year of mixed emotions in 2004 as stunning victories went han...",sport,Sport,0.52,True,,,,,,,,,
"Lewis-Francis eyeing world gold

Mark Lewis-Francis says his Olympic success has made him determined to bag World Champi...",sport,Sport,0.31,True,,,,,,,,,
"GB select Holmes for double bid

Kelly Holmes has been chosen for both the 800m and 1500m at next month's European Indoo...",sport,Sport,0.48,True,,,,,,,,,
"Holmes back on form in Birmingham

Double Olympic champion Kelly Holmes was back to her best as she comfortably won the ...",sport,Sport,0.52,True,,,,,,,,,
"Record fails to lift lacklustre meet

Yelena Isinbayeva may have produced another world pole vault record, but her achie...",sport,Sport,0.44,True,,,,,,,,,
"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the Eu...",sport,Sport,0.3,True,,,,,,,,,
"Running around the Olympics

It was back to official duties last week in my role as an ambassador to London's 2012 Olymp...",sport,Sport,0.4,True,,,,,,,,,
"Johnson uncertain about Euro bid

Jade Johnson is undecided about whether to contest next month's European Indoor Champi...",sport,Sport,0.29,True,,,,,,,,,
"Pavey focuses on indoor success

Jo Pavey will miss January's View From Great Edinburgh International Cross Country to f...",sport,Sport,0.28,True,,,,,,,,,
"Gardener wins double in Glasgow

Britain's Jason Gardener enjoyed a double 60m success in Glasgow in his first competiti...",sport,Sport,0.42,True,,,,,,,,,
"African double in Edinburgh

World 5000m champion Eliud Kipchoge won the 9.2km race at the View From Great Edinburgh Cro...",sport,Sport,0.31,True,,,,,,,,,
"Yelling takes Cardiff hat-trick

European cross-country champion Hayley Yelling completed a hat-trick of wins in the Ree...",sport,Sport,0.29,True,,,,,,,,,
"Butler strikes gold in Spain

Britain's Kathy Butler continued her impressive year with victory in Sunday's 25th Cross I...",sport,Sport,0.3,True,,,,,,,,,
"Wada will appeal against ruling

The World Anti-Doping Agency (Wada) will appeal against the acquittal of Kostas Kenteri...",sport,Sport,0.32,True,,,,,,,,,
"Greek sprinters 'won't run again'

The careers of sprinters Kostas Kenteris and Katerina Thanou are over, says the boss ...",sport,Sport,0.31,True,,,,,,,,,
"IAAF will contest Greek decision

The International Association of Athletics Federations will appeal against the acquitt...",sport,Sport,0.36,True,,,,,,,,,
"Greek duo cleared in doping case

Sprinters Kostas Kenteris and Katerina Thanou have been cleared of doping offences by ...",sport,Sport,0.36,True,,,,,,,,,
"Johnson too strong for GB runners

Britain's Kathy Butler and Hayley Yelling were no match for Benita Johnson in the 51s...",sport,Sport,0.29,True,,,,,,,,,
"Holmes starts 2005 with GB events

Kelly Holmes will start 2005 with a series of races in Britain.

Holmes will make her...",sport,Sport,0.29,True,,,,,,,,,
